"Company Name","Address","City","State","ZIP Code","Neighborhood","Phone Number","Phone Number Combined","Website","Company Description","Primary SIC Code","Primary SIC Description","Primary NAICS","Primary NAICS Description","Location Employee Size Actual","Location Sales Volume Actual"
"Space Micro Inc","10237 Flanders Ct","San Diego","CA","92121","Mira Mesa","3320700","(858) 332-0700","Spacemicro.Com","Founded in 2002, Space Micro is a privately held and employee-owned satellite technology research and development firm. It specializes in providing radiation hardened by design solutions for advanced electronic systems and microelectronics. It has developed various advanced satellite computer, including Proton100kTM and Proton200kTM. The firm s products also include H-CORE and Radsite. Space Micro operates microwave and advanced material divisions. The firm serves various clients, including NASA, Missile Defense Agency and the Air Force Research Laboratory. It is a member of the California Space Authority, Diversity Business Alliance and Connection One. With one of its locations in San Diego, Space Micro also maintains an office in Albuquerque, N.M.","871116","Engineers-Electronic","541330","Engineering Services","00025","$4,802,000"
"St Marys Catholic School","130 E 13th Ave","Escondido","CA","92025","Central Escondido","7458255","(760) 745-8255","Stmesc.Org","","821101","Religious Schools","611110","Elementary & Secondary Schools","00025","$0"
"Supreme Security Svc","3517 Cameo Dr # 84","Oceanside","CA","92056","Mira Costa","5295122","(760) 529-5122","Supremesecurityservicesinc.Com","","738202","Security Systems","561621","Security Systems Services (Except Locksmiths)","00025","$3,604,000"
"Swinson Electric","4898 Ronson Ct # G","San Diego","CA","92111","Kearny Mesa","8742506","(858) 874-2506","Swinsonelectric.Com","Swinson Electric offers a range of electrical services to residential and commercial clients in San Diego. It operates a service department, as well as provides customer care services. The company is affiliated with the Better Business Bureau, San Diego Regional Chamber of Commerce and Associated Builders and Contractors. It also installs motion and landscape lighting systems. The company offers a variety of programmable remote controls and electric panels. In addition, it specializes in the installation of television sets, speakers, and home theatre and music systems. The company provides services for fire stations, hotels, ballrooms and senior citizen centers. Its clients include Wingstop and T-Systems.","173101","Electric Contractors","238210","Electrical Contr & Other Wiring Installation Contr","00020","$2,881,000"
"Systems Engineering Support Co","9333 Trade Pl","San Diego","CA","92126","Miramar","5661272","(858) 566-1272","Sescoinc.Com","","871133","Engineers-Professional","541330","Engineering Services","00020","$3,842,000"
"Tag","1227 Prospect St # 200","La Jolla","CA","92037","Village","2259322","(619) 225-9322","Teamtag.Net","","872101","Accountants","541211","Offices Of Certified Public Accountants","00040","$5,702,000"
"Tamura Corp Of America","1040 S Andreasen Dr # 100","Escondido","CA","92029","Vineyard","6991270","(951) 699-1270","Tamuracorp.Com","Tamura Corporation of America is one of the leading manufacturers of electronic components for industrial, telecom and consumer markets worldwide. Additionally, the company offers magnetic components and power supplies. It provides a wide range of products, such as linear power and modem transformers, wall plug adapters, inductors and chokes. The power transformers offered by the company can be used in a wide variety of applications, including motor controls and consumer equipment. Tamura Corporation of America has a service center with trained technicians who provide repair and maintenance services, and it also offers free evaluation of necessary repairs. The company provides various online services that include product catalogs, technical support and a product locator. It is located in Temecula, Calif.","384104","Physicians & Surgeons Equip & Supls-Mfrs","339112","Surgical & Medical Instrument Manufacturing","00025","$10,152,000"
"Taylor & Pond","2308 Kettner Blvd # C","San Diego","CA","92101","Harborview","2973742","(619) 297-3742","Taylorpond.Com","Taylor & Pond Corporate Communications is a Web design and application development company. Its staff is comprised of project managers, programmers, social media experts and interface designers. The company offers assistance with the development of databases, unique applications, social media plans and strategic design solutions. Taylor & Pond Corporate Communications also provides Web site design, architecture and organization services. It offers solutions for the automatic generation of thumbnail images. Taylor & Pond Corporate Communications provides software to set permissions for groups and users. The company offers services to add and edit e-mail contents. In addition, it assists to import and display a variety of image formats.","737311","Website Design Service","541512","Computer Systems Design Services","00020","$3,707,000"
"Technology Services Ind Assn","17065 Camino San Bernardo #200","San Diego","CA","92127","","6745491","(858) 674-5491","Tsia.Com","","862101","Professional Organizations","813920","Professional Organizations","00040","$0"
"Teri Inc","251 Airport Rd","Oceanside","CA","92058","Oceanside Municipal Airport","7211706","(760) 721-1706","Teriinc.Org","","874825","Educational Consultants","611710","Educational Support Services","00020","$2,194,000"
"Terra Pacific Consultants","4010 Morena Blvd # 108","San Diego","CA","92117","Bay Ho","5211190","(858) 521-1190","Terrapac.Net","Incorporated in 1997, TerraPacific Consultants is a consulting engineering firm that specializes in geological sciences. It maintains a staff of licensed engineers and geologists who offer forensic investigation services. The firm provides moisture intrusion, foundation design, and foundation and pavement evaluation services. TerraPacific Consultants deals in vapor emission testing, piezometer installation and slope inclinometer monitoring services. It conducts geotechnical feasibility studies and slope and landslide stability analysis. The firm additionally provides construction monitoring and testing solutions. It offers geological and seismic assessment and remedial earthwork services. The firm s clients include developers, contractors, insurance entities, attorneys and homeowners. Its projects include business parks, roadways, residential homes and industrial facilities. Headquartered in San Diego, TerraPacific Consultants also maintains offices in Oregon, Nevada, Arizona, New Mexico and Hawaii.","871119","Engineers-Geotechnical","541330","Engineering Services","00020","$3,842,000"
"Testing Services & Inspection","3030 Main St","San Diego","CA","92113","Barrio Logan","2349904","(619) 234-9904","Tsi-Sandiego.Com","","873101","Laboratories-Research & Development","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00020","$0"
"Thesan Pharma","5864 Owens Ave","Carlsbad","CA","92008","","6925241","(760) 692-5241","Thesanpharma.Com","","873108","Pharmaceutical Research Laboratories","541715","Research & Devmnt-Physical Engineering Life Sci","00048","$0"
"Thunderactive","6863 Friars Rd # 100","San Diego","CA","92108","Mission Valley West","6182396","(619) 618-2396","Thunderactive.Com","","731115","Advertising Marketing","541810","Advertising Agencies","00020","$1,453,000"
"Titlist Performance Institute","4033 Avenida DE LA Plata","Oceanside","CA","92056","Ivey Ranch - Rancho Del Oro","8065900","(760) 806-5900","Tpi-Sport.Com","","874881","Educational Assessment","541618","Other Management Consulting Services","00020","$2,194,000"
"Tocagen Inc","3030 Bunker Hill St # 230","San Diego","CA","92109","Pacific Beach","4128400","(858) 412-8400","Tocagen.Com","","873126","Biotechnology Products & Services","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00040","$0"
"Trabus Technologies","3547 Camino Del Rio S # A","San Diego","CA","92108","Mission Valley East","2208000","(619) 220-8000","Trabus.Com","","874864","Government-Relations Consultants","541690","Other Scientific & Technical Consulting Services","00025","$2,742,000"
"TRACON Pharmaceuticals Inc","8910 University Center Ln #700","San Diego","CA","92122","University City","5500780","(858) 550-0780","Traconpharma.Com","TRACON Pharmaceuticals, Inc is a biopharmaceutical company that licenses, develops, and commercializes targeted therapies for cancer and age-related macular degeneration. The current pipeline takes advantage of established platform technologies to block novel pathways implicated in cancer growth and angiogenesis. These drug candidates have the potential to be well-tolerated with side-effect profiles that don't overlap with current agents, thereby allowing for early incorporation into standard of care regimens. Our mission is to become the premiere oncology and ophthalmology therapeutics company. In order to achieve this goal, our strategy is to: Grow the company on the foundation of teamwork and proven leadership, including a senior management team with a track record of success developing targeted therapeutics ; Move product candidates through the regulatory process as efficiently as possible toward worldwide marketing authorization ; TRACON has partnered with academic and commercial entities to identify drug candidates in late preclinical and early clinical development. Our expertise is in the development of drugs to treat cancer and eye diseases. In an effort to reduce the expense and risk inherent in internal drug discovery programs, the TRACON business model is to acquire exclusive worldwide rights to drug candidates that have a promising scientific and commercial rationale. We then use our development and commercial expertise to advance these molecules through the drug development process with the goal of global marketing authorization. The management team has extensive experience identifying clear clinical and regulatory pathways, strengthening and developing intellectual property ownership, and conducting preclinical and clinical development to produce meaningful biologics and pharmaceuticals that add value for patients, physicians and shareholders.","283601","Biological Products (Mfrs)","325414","Biological Product (Except Diagnostic) Mfg","00009","$0"
"Trellis Ware Technologies Inc","16516 Via Esprillo # 300","San Diego","CA","92127","Rancho Bernardo","7531600","(858) 753-1600","Trellisware.Com","TrellisWare Technologies provides silicon solutions, licensed hardware and software designs, intellectual property and systems engineering for wireless communication systems. Its business includes advanced research and development in support of national defense and serves clients, such as the Defense Advanced Research Projects Agency and armed services. The company provides custom application solutions in various areas, including turbo-like code designs and decoders, base band receiver technologies, location-finding technologies in severe environments, and frequency-hopped and modulation detection systems. It is a part of ViaSat that produces satellite and other wireless communication products for commercial and government applications. Its products include satellite ground equipment, information assurance devices and tactical data radios. TrellisWare Technologies is based in San Diego.","366998","Communications Equipment NEC (Mfrs)","334290","Other Communications Equipment Manufacturing","00000","$0"
"Trendsource","4891 Pacific Hwy # 200","San Diego","CA","92110","Morena","7187467","(619) 718-7467","Trendsource.Com","","873204","Market Research & Analysis","541910","Marketing Research & Public Opinion Polling","00035","$0"
"Tri-City Healthcare District","4002 Vista Way","Oceanside","CA","92056","Tri-City","7248411","(760) 724-8411","Tricitymed.Org","","874242","Health Care Management","541611","Administrative & General Mgmt Consulting Services","00020","$0"
"Trucept Inc","600 LA Terraza Blvd","Escondido","CA","92025","Central Escondido","3380868","(760) 338-0868","Trucept.Com","","874222","Human Resource Consultants","541612","Human Resources Consulting Services","00028","$0"
"Ttg Engineers","10920 Via Frontera # 200","San Diego","CA","92127","Rancho Bernardo","2719808","(858) 271-9808","Ttgcorp.Com","Established in 1955, TMAD Taylor & Gaines is a full-service company that provides structural, electrical, mechanical, plumbing and civil engineering services. The company offers fire protection, sustainable design, and energy analysis and conservation solutions. With a staff of more than 350 employees, it maintains offices in Arizona, Texas, California and Washington. TMAD Taylor & Gaines offers building due diligence and investigative services. The company serves clients in the educational, health care, government and commercial sectors. It also undertakes projects for retail centers, wastewater treatment plants and bridges. TMAD Taylor & Gaines  project portfolio includes the Providence Holy Cross Medical Center, White Memorial Medical Center and San Antonio Community Hospital. The company operates a wholly owned subsidiary, Beyaz & Patel, which offers seismic evaluation and retrofit services for clients in the United States.","871106","Engineers","541330","Engineering Services","00020","$3,842,000"
"Turpin & Rattan Engineering","4719 Palm Ave","La Mesa","CA","91941","","4666224","(619) 466-6224","Turpinandrattan.Com","","871115","Engineers-Electrical","541330","Engineering Services","00031","$5,955,000"
"United Environmental","645 Marsat Ct # A","Chula Vista","CA","91911","Otay Town","2716544","(619) 271-6544","Unitedenvironmentalinc.Com","","873111","Environmental & Ecological Services","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00020","$0"
"University-Calfornia San Diego","9500 Gilman Dr","La Jolla","CA","92093","Torrey Pines","5342230","(858) 534-2230","Ucsd.Edu","UC San Diego enrolls more than 22,000 students and offers undergraduate, graduate and postdoctoral programs. The university provides courses in art, science, math, biology and engineering. It offers mail, dining and housing solutions. The university provides athletic activities in soccer, golf, tennis and baseball. UC San Diego also serves students with disabilities. The university manages the Institute of the Americas and the UC San Diego Medical Center. In addition, it operates the UC San Diego Foundation. The university offers research opportunities for undergraduate students. It provides graduate programs in management, pharmacy, medicine and oceanography. UC San Diego additionally offers study abroad options.","822101","Schools-Universities & Colleges Academic","611310","Colleges, Universities & Professional Schools","00020","$0"
"Utility Specialists","4429 Morena Blvd","San Diego","CA","92117","Bay Ho","5812250","(858) 581-2250","Utilityspecialists.Com","Established in 1976, Utility Specialists provides natural gas, electric, telephone and cable television system design and extension negotiation services. The firm manages projects throughout California, Arizona, Nevada and Colorado. It offers a wide range of services, which includes dry utility planning, construction coordination, project management and design/AutoCAD services. Utility Specialists is affiliated with Building Industry Association of San Diego County (BIA/SD), Construction Industry Federation (CIF), California Building Industry Association (CBIA), Building Industry Association of Southern California, Inc. (BIA/SC), National Association of Home Builders (NAHB), Key Congressional Contact Program, Lambda Alpha International and Land Economists Society.","871111","Engineers-Consulting","541330","Engineering Services","00035","$6,723,000"
"Utopia Management","4617 Ruffner St","San Diego","CA","92111","Kearny Mesa","5981111","(858) 598-1111","Utopiamanagement.Com","Utopia Management(R) is a full service San Diego property Management Company. We are the largest San Diego property management company managing individual units throughout San Diego County*. Utopia Management(R) is relatively unique in that we can handle our client's entire San Diego rental property management needs. Utopia(R)'s property management San Diego services include, managing Single Family Homes, Condos, Apartment Buildings, Commercial Buildings, Office Buildings and provide accounting services for Home Owner's Associations. Commercial property management San Diego started soon after the residential side, as our clients wanted us to manage their entire portfolios.","653118","Real Estate","531210","Offices Of Real Estate Agents & Brokers","00035","$4,656,000"
"Vadnais Trenchless Svc Inc","2130 LA Mirada Dr","Vista","CA","92081","","5501460","(858) 550-1460","Vadnaistrenchless.Com","Operational for more than 40 years, Vadnais Corporation is a general engineering contractor that specializes in water and sewer lines, storm drains, concrete structures, microtunneling and rock excavation. It provides design, build, construction, reconstruction, costing and scheduling services. Vadnais Corporation constructs a variety of concrete structures that include underground chambers, box culverts, drainage channels, vaults, and lift and pump stations. It maintains locations in San Diego, Sacramento and Vista, Calif.","871105","Contractors-Engineering General","541330","Engineering Services","00020","$0"
"Via Cyte Inc","3550 General Atomics Ct","San Diego","CA","92121","Torrey Pines","4553708","(858) 455-3708","Viacyte.Com","Novocell creates, delivers and commercializes cell and drug therapies. As the medical community enters the  century of the cell , the advent of stem cell engineering offers the potential to produce true disease-modifying treatments and cures for many debilitating, degenerative disorders, such as diabetes and cancer. Novocell s goal is to develop a renewable source of specialized cells that can be used to treat chronic cellular diseases. To achieve this goal, the company is positioned to exploit human stem cell engineered product opportunities using its proprietary cell encapsulation technology. These technologies will allow large numbers of patients to be implanted with disease curing cells without the use of immunosuppression. Novocell s technology platform has an application to a range of diseases and conditions where the only effective treatment will be the replacement of nonfunctional cells. These include Parkinson s disease, spinal cord injury, stroke, thyroid malfunction and chronic liver failure. Novocell is headquartered in Irvine, Calif.","873101","Laboratories-Research & Development","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00045","$0"
"Viking Commercial Constr Inc","3150 Pio Pico Dr # 100","Carlsbad","CA","92008","","9319990","(760) 931-9990","Vikingcc.Net","","152103","General Contractors","236115","New Single-Family Hsng Constr (Exc For-Sale Bldrs)","00020","$6,659,000"
"Vision West","15970 Bernardo Center Dr","San Diego","CA","92127","Rancho Bernardo","4325300","(858) 432-5300","Vweye.Com","","874130","Management Services","561110","Office Administrative Services","00020","$4,269,000"
"Vista Biologicals","2120 Las Palmas Dr # B","Carlsbad","CA","92011","","4380230","(760) 438-0230","Vistabiologicals.Com","Established in 1981, Vista Biologicals Corporation provides contract research and development to the Pharmaceutical and Biotechnology industry. Based in Carlsbad, Calif., the firm has 4,800-square-foot of controlled access laboratory space dedicated to the support of fermentation. The company specializes in the process development of animal cell culture and protein purification. In addition, it can provide pilot scale production of cell-derived products, including insect cells, mammalian cells, hybridomas and microcarrier culture. Apart from these, it provides process development and cGMP support services. Its clientele include Alliance Pharmaceutical Corp., Ciba Corning, Miles Pharmaceuticals, Philadelphia Biologics, University of Texas, to name a few.","873104","Laboratories","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00020","$0"
"Wax Research Inc","1212 Distribution Way","Vista","CA","92081","","6070850","(760) 607-0850","Wrgarage.Com","","873206","Research Service","541910","Marketing Research & Public Opinion Polling","00020","$0"
"Whillock Contracting Inc","346 Front St","El Cajon","CA","92020","","5790700","(619) 579-0700","Whillockcontracting.Com","Established in 1957, Whillock Contracting is a full-services engineering services firm that specializes in commercial and residential projects. It offers excavating, grading, demolition and structural moving services. The firm s asbestos removal services include removal of contaminated dirt, underground tanks and hazardous material. Whillock Contracting additionally provides concrete and asphalt services. It performs excavation of basements, trenches, retaining walls and lakes. The firm offers structural moving services for new foundations, historical landmarks, and single and multiple story homes. Whillock Contracting serves various clients, such as the Arco Olympic Training Center, Riverwalk Golf Club, Carlsbad School, UCSD Hospital and La Vista Cemetary.","179502","Demolition Contractors","238910","Site Preparation Contractors","00035","$5,041,000"
"X-Nth","5670 Oberlin Dr","San Diego","CA","92121","Sorrento Valley","6770249","(858) 677-0249","Xnth.Com","","871133","Engineers-Professional","541330","Engineering Services","00028","$5,378,000"
"Zovargo","6725 Mission Gorge Rd # 106a","San Diego","CA","92120","Allied Gardens","6180745","(619) 618-0745","Zovargo.Org","","842201","Zoos","712130","Zoos & Botanical Gardens","00025","$0"
