ranking,company,first_name,last_name,address,city,state,zip,neighborhood,phone,website,email,short_description,description,sic,sic_description,naics,naics_description,employees,revenue,tags,notes,username
,Clean Air Power,,,13615 Stowe Dr,Poway,CA,92064,,(858) 332-4800,Cleanairpower.Com,,,"Founded in 1991, Clean Air Power is an active technology developer with more than 58 patents held and pending worldwide. Clean Air Power is pioneering the move towards natural gas by developing Dual-Fuel technologies that provide customers with diesel engine performance, cost savings and low emissions. Its flagship technology is its patented Dual-Fuel system, which enables heavy-duty diesel engines to operate primarily on natural gas with diesel fuel acting as a liquid spark plug. By burning up to 90 percent natural gas, customers benefit from a combination of low emissions and high efficiency. Clean Air Power is a privately held company that is located in San Diego.",371406,Fuel Injection Equipment & Service-Mfrs,336320,Motor Vehicle Electrical & Electronic Equip Mfg,25,"$7,282,000 ",,,
,Closet Works & Orion Woodcraft,,,3430 Kurtz St,San Diego,CA,92110,Midway District,(619) 230-1400,Theclosetworks.Com,,,"For over 35 years we have been designing custom cabinets and closets. With our team of designers and craftsman we are able to design closets custom to your home, not a one size fits all model. We offer quality work for an affordable price! Besides closet organization we also do home office design and garage organization design. So if you need your kitchen cabinets or bathroom cabinets redone contact us and set up and appointment so we can help you make the home of your dreams!",152117,Kitchen Remodeling & Planning Svc,236118,Residential Remodelers,22,"$3,169,000 ",,,
,Co's Traffic Control Inc,,,1221 S 26th St,San Diego,CA,92113,Barrio Logan,(619) 239-8200,Costraffic.Com,,,,366905,Traffic Signs Signals & Equip-Mfrs,334290,Other Communications Equipment Manufacturing,24,"$4,688,000 ",,,
,Co2 Cannon,,,3245 University Ave # 1-327,San Diego,CA,92104,North Park,(929) 269-2266,Co2cannon.Com,,,"Co2 Cannon provides the best Co2 Guns, Co2 Jets and co2 special effects equipment and accessories for nightclubs, DJs, concerts, sports teams or to anyone needing CO2 special Smoke Cannon effects. Specializing in Co2 Special Effects or movie production.",344317,Cryogenic Equipment & Supplies (Mfrs),332420,Metal Tank (Heavy Gauge) Manufacturing,25,"$3,287,000 ",,,
,Coast Precision Enterprises,,,8636 Commerce Ave,San Diego,CA,92121,Sorrento Valley,(858) 695-9588,Coastprecision.Com,,,"Founded in 1979, Coast Precision Enterprises operates as a manufacturer of machine parts. Based in San Diego, Calif., it offers a range of products, including hole gauges, vernes, height and telescopic gauges, angle blocks and indicators. In addition, it provides stanridge granite surface plates, lathes, angle plates and grade a sine bars. The company caters to various sectors, such as the aerospace, electronics, medical, computer and automotive industries. Coast Precision Enterprises operates on an 8000 square foot facility.",359903,Machine Shops (Mfrs),332710,Machine Shops,21,"$2,436,000 ",,,
,Coast Tool Supply,,,2379 Industry St,Oceanside,CA,92054,Loma Alta,(760) 757-8525,Bmwprecision.Com,,,,508453,Tools-Cutting (Whls),423830,Industrial Machinery & Equipment Merchant Whlsrs,29,"$33,115,000 ",,,
,Cole-Assoc Mobile Hms-Real Est,,,186 S Rancho Santa Fe Rd,San Marcos,CA,92078,,(760) 598-8686,Colemanufacturedhomes.Com,,,,245202,Buildings-Pre-Cut Prefab & Modlr-Mfrs,321992,Prefabricated Wood Building Manufacturing,20,"$2,014,000 ",,,
,Colors Gourmet Pizza,,,2349 LA Mirada Dr,Vista,CA,92081,,(760) 597-1400,Colorspizza.Com,,,"Founded in 1994, Colors Gourmet Pizza distributes various food products. It manufactures a variety of handmade pizza products. The company s customers include several family restaurants, hotels, resorts and casinos. Colors Gourmet Pizza offers handmade and California-style crusts. The company also provides flatbread- and ultrathin-style pizza crusts. It offers cheese pizzas in a range of sizes. Colors Gourmet Pizza provides panini bread and pizza dough balls. In addition, it offers cocktail crusts and pizzettes. The company provides online pizza tips and preparation charts. Colors Gourmet Pizza is a part of Colors Enterprises.",581208,Restaurants,722511,Full-Service Restaurants,30,"$1,684,000 ",,,
,Conatus Pharmaceuticals Inc,,,16745 W Bernardo Dr # 200,San Diego,CA,92127,Rancho Bernardo,(858) 376-2600,Conatuspharma.Com,,,,308916,Pharmaceutical Cntnrs Equip/Supls (Mfrs),326199,All Other Plastics Product Manufacturing,0,$0 ,,,
,Conexant Systems Inc,,,3596 Ridge Rd,Oceanside,CA,92056,Ocean Hills,(949) 483-4600,Conexant.Com,,,,367498,Semiconductors & Related Devices (Mfrs),334413,Semiconductors & Related Devices Manufacturing,24,"$8,023,000 ",,,
,Continental Controls Corp,,,8845 Rehco Rd,San Diego,CA,92121,Sorrento Valley,(858) 638-1709,Continentalcontrols.Com,,,,349198,Industrial Valves (Mfrs),332911,Industrial Valve Manufacturing,20,"$3,246,000 ",,,
,Controls Engineering Mntnc Crp,,,105 S 31st St,San Diego,CA,92113,Logan Heights,(619) 557-8373,Cemcorp.Net,,,,373101,Ship Builders & Repairers (Mfrs),336611,Ship Building & Repairing,30,"$12,660,000 ",,,
,Coronado Brewing Co,,,170 Orange Ave,Coronado,CA,92118,,(619) 437-4452,Coronadobrewing.Com,,,"Coronado Brewing Company provides a variety of handcrafted beers and food options. It offers a range of pasta, burgers, pizzas, calzones, salads and beverages. The company also offers seafood, steaks, sandwiches and appetizers. In addition, Coronado Brewing Company provides a variety of dishes, including grilled cheese, fish sticks, burgers and chicken nuggets for children. It also hosts lunch and dinner parties and offers online party reservation options. Coronado Brewing Company additionally operates an online store for gift cards, apparel and glassware. It operates a restaurant called Tent City Restaurant, which hosts several wedding receptions, parties and corporate events. Coronado Brewing Company is located in Coronado, Calif.",208201,Brewers (Mfrs),312120,Breweries,40,"$22,485,000 ",,,
,Creative Coatings,,,4553 Mission Gorge Pl,San Diego,CA,92120,Grantville,(619) 563-6000,Creativecoatings.Com,,,,267298,Coated & Laminated Paper NEC (Mfrs),322220,Paper Bag & Coated & Treated Paper Manufacturing,20,"$4,707,000 ",,,
,Crinetics Pharmaceuticals,,,6197 Cornerstone Ct E # 111,San Diego,CA,92121,Sorrento Valley,(858) 450-6464,Crinetics.Com,,,,283407,Laboratories-Pharmaceutical (Mfrs),325412,Pharmaceutical Preparation Manufacturing,28,"$46,710,000 ",,,
,Crown Steel Mfg,,,177 Newport Dr # A,San Marcos,CA,92069,,(760) 471-1188,Crownsteelmfg.Net,,,"Crown Steel Mfg was founded in 1969 in Houston, Texas by three English immigrants as a custom restaurant fabricator and manufacturer of mobile lunch truck bodies. Within a year they took in another English immigrant as a partner and began to focus primarily on restaurant equipment. From these humble beginnings the partners slowly developed a reputation for quality and old world craftsmanship. In 1973, the partners relocated Crown Steel to a 10, 000 sq/ft building, built on a handshake by a local contractor, in Escondido, Ca. and their reputation continued to grow. During the 1990's, we experienced rapid growth ; and due to space constraints, we again relocated in 2000 to our current San Marcos, Ca. facility. Although all the original partners have retired, the company has remained in family hands. From the early years in our original 2, 000 sq/ft facility to the present at our current 20, 000 sq/ft facility we have striven for excellence in our products and service in addition to maintaining our belief in the old world craftmanship.. We fabricate all our products at our facility and offer installation within Southern California. Alternatively, you can will call your order at our facility or request shipping to your location. In addition, 2004 marked the patenting of a refrigerated cold pan by David Carr of Crown Steel in conjunction with Dennis Baer. This unit is available under the trade name of C&S Solutions.",259903,Restaurant Equipment & Supplies-Mfrs,337127,Institutional Furniture Manufacturing,24,"$4,702,000 ",,,
,Culinary Specialties,,,1231 Linda Vista Dr,San Marcos,CA,92078,,(760) 744-8220,Culinaryspecialties.Net,,,,209903,Food Products & Manufacturers,311999,All Other Miscellaneous Food Manufacturing,25,"$9,617,000 ",,,
,Curaflo Of San Diego,,,7976 Engineer Rd # 100,San Diego,CA,92111,Kearny Mesa,(619) 282-1771,Brinksservices.Net,,,,347904,Coatings-Protective-Manufacturers,332812,Metal Coating & Non-Precious Engraving,28,"$3,872,000 ",,,
,Custom Blow Molding,,,946 S Andreasen Dr,Escondido,CA,92029,Vineyard,(760) 737-7995,Customblowmolding.Com,,,,322101,Bottles (Mfrs),327213,Glass Container Manufacturing,30,"$6,410,000 ",,,
,Custopharm Regulatory Svc,,,2325 Camino Vida Roble # A,Carlsbad,CA,92011,,(254) 892-4862,Aspireectd.Com,,,,283404,Drug Millers (Mfrs),325412,Pharmaceutical Preparation Manufacturing,25,"$41,706,000 ",,,
,D E Contreras Construction,,,3564 Harris St,Lemon Grove,CA,91945,Lemon Grove,(619) 464-4064,Decsd.Com,,,,327209,Concrete Prods-Ex Block & Brick (Mfrs),327390,Other Concrete Product Manufacturing,20,"$6,033,000 ",,,
,D R Bronners Magic Soaps,,,1225 Park Center Dr # D,Vista,CA,92081,,(760) 599-4010,Drbronner.Com,,,,284101,Soaps & Detergents-Manufacturers,325611,Soap & Other Detergent Manufacturing,20,"$16,232,000 ",,,
,Dave's Custom Boats,,,1468 N Magnolia Ave,El Cajon,CA,92020,,(619) 442-0300,Dcbperformanceboats.Com,,,,373201,Boats-Manufacturers,336612,Boat Building,20,"$3,296,000 ",,,
,Davis Stone Inc,,,519 Venture St,Escondido,CA,92029,Vineyard,(760) 745-7881,Davisstone.Com,,,"Davis Stone Inc. is a provider of fabrication and installation of natural stone surfaces. Located in Escondido, Calif., the firm is a provider and manufacturer of a variety of granite products. The company serves its vast customer base in Southern California, including San Diego, South Orange County, Riverside, Palm Springs and Borrego Springs. Davis Stone Inc. offers a wide range of services that include outdoor kitchens and barbeques, commercial, fireplaces, fountains, mechanical cladding, showers, retail and many more.",328101,Granite Products-Manufacturers,327991,Cut Stone & Stone Product Manufacturing,40,"$6,744,000 ",,,
,Dawn Sign Press,,,6130 Nancy Ridge Dr,San Diego,CA,92121,Sorrento Valley,(858) 333-8978,Dawnsign.Com,,,,399302,Signs (Mfrs),339950,Sign Manufacturing,35,"$7,277,000 ",,,
,Decision Sciences Intl Corp,,,12345 First American Way # 100,Poway,CA,92064,,(858) 571-1900,Decisionsciencescorp.Com,,,,381298,Search Detection/Nav Systs/Instr (Mfrs),334511,Search Detection & Navigation Instruments,40,$0 ,,,
,Deepsea Power & Light,,,4033 Ruffin Rd,San Diego,CA,92123,Kearny Mesa,(858) 576-1261,Deepsea.Com,,,"DeepSea Power & Light has designed and manufactured oceanographic equipment for more than 20 years. Used on some of the harshest environments on Earth, the company s product portfolio encompasses underwater lights, video camera and batteries. The company was established in 1983 with the goal of providing quality products to the oceanographic community. Initially manufacturing deep-water power systems, the company's expertise and product line has significantly grown. Its standard products are rigorously designed to perform in the marine environment, from wet/dry surface applications to complete ocean depth deployments. Equipment manufactured by DeepSea Power & Light has been used in the Imax film Titanica. Additionally, the company s products have been utilized by the Titanic Expedition, Bismark Expedition, National Geographic Society, Woods Hole Oceanographic Institution, Lockheed, Oceaneering and Scripps Institution of Oceanography. DeepSea Power & Light maintains its headquarters in San Diego.",364898,Lighting Equipment NEC (Mfrs),335129,Other Lighting Equipment Manufacturing,40,"$12,140,000 ",,,
,Delphinus Engineering Inc,,,1596 Jayken Way # B,Chula Vista,CA,91911,Otay Town,(619) 498-5400,Delphinus.Com,,,"Founded in 1994, Delphinus Engineering Inc. offers expertise in information technology, marine engineering, marine services, facilities operations and maintenance and business management. Located in Chula Vista, Calif., with offices nationwide, it caters to the defense and federal services industry. Its information technology (IT) services include infrastructure design, system implementation, migration, certification and more. The marine engineering division provides naval architecture services such as design engineering, technical assistance, modernization and upgrade. Providing installation services to surface and subsurface marine vessels, its marine services division also installs FutureFLEX Air Blown Fiber Optic Cabling systems. Facilities operation and maintenance services include restoration and remodeling of existing facilities and its daily maintenance while business management includes strategic planning, business process re-engineering, risk management, etc. An ISO-9001:2000 registered company, its list of clients includes the U.S. Navy, U.S. Coast Guard, U.S. Army and Military Sealift Command, among others.",871106,Engineers,541330,Engineering Services,42,"$8,067,000 ",,,
